MHCII,Autofluo.,CD11b,CD64,CD161,Ly6G,CD3,CD19,CD11c
0.94534,1.6381,2.0998,0.83997,2.8702,1.3229,0.95757,0.2685,1.9387
2.8162,0.66593,1.5853,0.26881,1.2002,0.92663,0.90121,3.0809,0.68884
2.8934,1.2741,0.9931,0.47285,1.2644,0.60323,0.91832,3.0207,1.0441
2.4537,0.63824,1.466,1.2188,1.2605,0.96996,0.4639,3.1534,0.4941
2.7023,1.2116,0.83655,0.49788,0.91362,0.89244,0.69875,3.1123,0.84165
1.995,1.3681,1.9634,0.48139,2.299,0.5693,3.044,-0.02105,1.4321
3.1629,1.6655,2.8867,0.40699,1.2903,0.6026,1.0167,1.2988,3.2247
2.4128,1.3901,1.0051,0.73797,0.63158,0.75769,0.97541,3.067,1.0687
2.9239,1.3817,1.7221,0.34726,1.0439,-0.041158,1.0228,3.2888,1.4382
0.69353,0.75876,1.5142,0.88011,0.62601,0.8264,2.9197,1.5479,0.69233
0.89377,1.0976,1.2558,1.0511,2.2564,0.78608,2.0664,0.95122,1.1536
2.6638,1.304,1.0352,0.51814,1.1372,0.33353,0.73793,3.1591,0.33246
2.8838,1.5413,0.40196,0.28392,1.0667,0.88302,1.5602,3.2359,0.90824
1.5563,1.3505,1.0421,1.2619,1.4835,0.53888,0.98398,2.9651,1.4889
2.694,0.75118,1.1073,0.90123,1.1509,0.41577,1.2661,3.095,1.363
2.0039,1.2617,2.563,1.1616,0.56664,0.9285,1.2655,3.3858,1.0742
2.8052,0.73974,1.5176,0.29342,0.74525,0.80481,1.0239,2.9382,0.32259
1.2226,1.2802,0.39189,0.99323,1.2038,0.68841,2.8525,0.73494,0.5043
2.721,1.7134,2.0694,0.77154,0.60653,0.71661,0.80715,3.5143,1.2412
1.4837,1.5326,1.7819,0.61283,1.2814,0.79609,2.5432,1.0816,0.85156
1.0224,1.0089,1.0116,0.89818,0.92179,1.1964,2.8886,1.4333,0.594
1.8442,1.5486,1.1899,0.65922,1.0773,0.77734,0.47822,0.55176,1.8731
2.0691,1.1932,0.59148,1.2834,0.82711,0.85546,0.25032,3.1111,3.3149
1.1124,1.3324,1.107,0.66853,0.78304,0.96094,2.3068,0.93196,0.87797
2.0424,1.0976,0.75614,0.86834,1.1535,0.9963,1.0699,3.4014,0.40345
1.8792,1.1645,1.0934,0.65684,0.68088,0.84791,1.0214,3.1496,0.81167
2.5659,1.1241,1.0323,0.44445,0.74065,0.75508,0.97369,2.9143,0.71698
3.1648,0.94925,1.139,1.0987,1.117,0.73504,0.7673,3.1086,0.5744
2.9403,1.0645,1.1954,1.3104,1.033,0.32253,0.92965,3.0388,1.0213
1.5073,1.8926,3.3885,0.72463,1.3375,2.8427,1.6511,2.5184,0.51495
0.92622,1.0673,1.5497,0.78179,0.66108,1.2604,3.0103,0.85448,0.94763
2.3299,1.0895,1.1376,0.58982,0.64145,1.116,0.43157,3.0591,1.3143
1.829,0.98736,0.92254,0.85756,0.55222,0.90396,0.39997,2.7408,1.093
2.0473,1.3306,1.2226,0.85486,0.45259,0.96954,0.8854,3.1973,1.6447
1.1915,1.1215,1.0467,0.82298,1.1713,0.79446,2.531,1.0587,1.1632
1.7423,1.5055,1.2313,1.1554,1.0441,0.95009,0.60278,3.0412,1.186
2.4471,1.3136,0.61586,0.87558,1.1611,0.76862,0.79291,3.234,1.1065
2.5007,1.4853,1.7695,1.2042,0.61547,0.77256,1.3146,1.201,3.3415
2.2082,0.72054,1.4229,0.8898,1.4868,0.5586,1.058,2.9295,0.57116
2.4575,1.3212,1.4392,1.2481,0.50085,0.70253,0.564,3.169,0.8147
2.8024,1.5893,0.34384,0.83808,0.52713,0.66742,0.53293,3.1623,1.0532
2.6756,0.87175,0.97102,0.65752,0.62581,0.43859,0.7229,3.1429,1.1072
2.6788,1.5376,0.91644,0.6047,0.65172,1.5173,0.81817,3.496,0.19
1.577,1.4935,1.2096,0.64553,1.1967,1.0186,3.0106,0.33424,0.80488
1.0411,1.1189,0.92128,1.1469,1.2608,1.0588,3.1109,1.3061,1.1189
1.0505,1.1215,0.79238,0.77459,0.91948,0.89723,2.8566,1.2343,0.75256
2.6171,1.0502,0.7038,0.42225,1.3658,0.41008,0.91584,3.1682,0.44012
1.7408,1.0386,0.91311,0.49404,1.312,0.81677,2.6794,0.30079,1.0716
1.5212,0.99664,0.67037,0.73181,1.2646,0.55063,0.94214,3.0651,0.85402
1.6409,1.2002,0.76552,1.0639,0.61863,1.216,0.50087,2.7929,2.5025
2.4544,1.2251,1.4829,0.54277,0.7163,0.73832,1.2376,2.9973,1.3131
2.8723,1.7449,2.15,0.63895,0.8068,1.0983,0.35771,3.636,1.5316
1.0974,1.6569,2.908,1.2901,0.85677,1.0339,1.2979,1.4502,2.5559
2.6482,1.5904,1.5643,0.58902,1.5503,0.31917,1.0601,3.211,0.64672
3.0625,1.8036,2.0514,0.14709,0.15473,1.3055,0.82828,3.7157,0.77415
1.3774,1.4238,1.5411,0.59777,0.78184,1.1296,3.0677,1.1741,1.6289
1.7717,1.2863,1.1262,0.71929,1.5163,0.75148,0.99565,2.991,0.76209
2.2647,0.68947,1.5728,0.75464,1.2788,1.1713,0.78872,2.4193,0.71859
2.8386,0.93619,1.7347,1.0358,1.0569,0.37423,0.2546,3.2758,0.38616
1.4464,1.3324,0.94568,0.60369,1.0765,0.91719,2.1477,0.57651,0.82029
2.8554,1.1861,1.1534,0.60933,1.2171,0.53432,1.4678,3.2733,0.65375
2.4612,1.0922,0.78301,0.91353,0.90641,0.78927,0.89955,2.9672,1.2306
2.0825,1.1669,0.92048,0.75504,0.13322,0.90628,0.14908,3.1569,0.32846
2.4915,0.67773,0.92838,0.70655,0.96094,0.78172,0.37347,3.2115,0.82879
1.1395,1.1215,1.0518,0.68062,0.84286,0.93048,2.793,0.84263,0.93842
2.4877,1.2339,1.6164,0.65088,0.88854,1.2512,0.70957,2.8327,1.7658
1.8532,0.05942,0.91256,0.55302,0.80759,1.2569,1.238,2.7462,0.80662
2.7199,1.5263,1.3495,0.10093,1.4929,0.43747,1.3825,3.3708,0.84697
2.3853,0.86474,0.73122,1.1711,0.65628,0.81098,0.98599,3.1109,1.4277
3.2243,0.99356,0.6536,0.80102,0.48158,0.79951,1.3249,3.3715,0.45379
0.63163,1.1267,0.42256,1.1434,1.0598,0.41779,2.4835,1.2993,0.85776
2.7935,1.4361,1.0956,0.53572,1.2641,0.29273,1.3721,3.0919,0.41781
2.9131,1.9482,1.8803,1.5268,1.1065,1.0335,1.8883,1.651,3.7346
2.3296,1.1694,0.098295,0.65159,0.63803,0.43451,0.9242,3.0092,0.78818
1.4554,0.99047,1.0577,0.61784,1.097,1.0641,3.0205,0.053271,0.99369
2.1679,1.0729,0.63386,0.94606,0.70339,0.3402,1.0747,3.2933,0.12334
2.1389,1.0502,1.3424,0.68883,0.45073,0.8609,1.0322,3.1923,0.99788
1.3421,1.2659,0.6239,0.68458,1.3399,0.81571,2.6526,0.45544,1.4271
2.871,2.0189,1.9739,0.84471,1.0196,0.8022,1.4231,0.27653,3.4687
0.42066,0.85769,0.77007,1.2042,0.80462,0.87549,0.82454,2.6197,0.64326
2.7841,1.2025,0.99968,0.45992,0.72189,1.01,1.1716,3.0003,0.90245
1.9329,1.1345,1.2926,1.0885,0.86419,0.89919,0.62299,2.9968,1.0569
2.4294,1.2659,1.3384,0.50872,1.1696,0.48313,0.8372,2.9859,0.87912
2.5672,1.1396,1.2156,1.1815,0.56991,0.35167,0.5599,3.2557,1.058
2.7317,0.77383,1.5409,0.22539,1.5864,0.84833,0.7182,2.962,1.4517
2.4491,0.49396,0.80414,0.45216,1.5762,1.082,0.66427,3.235,0.65283
2.6598,1.6217,0.76153,1.2937,0.78274,0.76095,1.1153,3.4271,0.68491
2.7847,1.8675,1.5271,0.67346,0.35848,1.2442,0.17451,3.561,1.4928
2.7605,1.1718,2.797,0.36676,1.0027,0.86652,0.82958,0.35336,3.0403
2.4302,1.3452,2.7015,0.55411,1.5636,0.80965,0.80468,0.8013,2.7433
3.0532,1.3576,1.3451,0.71907,0.51514,1.1964,0.55598,3.0396,1.2857
2.277,1.1446,0.60939,0.78615,0.80363,1.0684,0.99728,3.1355,1.0481
1.0161,0.91626,0.79576,0.87572,1.2949,0.88747,3.0727,0.99299,1.04
2.9067,1.304,0.97676,1.2776,0.7021,0.89881,1.3166,2.8725,1.0576
2.1463,0.51404,1.0445,0.89478,0.48185,0.76052,0.46601,3.2332,0.33797
2.6462,0.99356,0.71069,0.8732,0.62492,1.1609,1.2203,3.1287,2.8015
1.2608,1.0298,0.75838,0.64594,1.1686,0.82701,2.9843,0.48506,1.1464
0.87123,1.306,1.198,0.86565,0.97443,0.74606,2.7415,1.5179,0.73858
1.8837,0.88564,0.81155,0.60542,1.0568,0.64987,0.92562,2.7363,0.53555
2.746,0.88908,1.0628,0.19446,0.41837,0.54555,1.3735,3.3626,0.58878
0.93135,0.79987,0.89687,0.9594,0.85166,0.74209,3.0266,1.0056,1.2658
1.1136,1.1766,0.67505,0.92183,0.99783,1.1255,0.91667,2.3962,0.732
2.4208,0.85769,0.74216,1.3463,0.8467,0.77882,0.92092,3.2108,0.47686
2.1289,0.78504,0.83468,0.90841,1.4284,0.93185,1.0835,3.3505,0.22959
1.0281,1.7944,3.3874,1.7503,0.88841,1.0363,1.6212,1.487,0.74083
1.4561,0.73592,1.365,0.87306,1.0933,0.70566,0.90678,2.8835,0.72269
1.1987,0.89252,0.33502,0.82091,2.0724,0.78465,2.39,1.0914,1.264
2.1501,0.75876,1.4594,0.8403,0.2558,0.9813,1.149,3.0342,0.44516
1.3257,1.6851,1.6373,2.4172,0.64247,1.3613,1.6649,1.191,1.7755
2.4286,1.2361,1.5516,0.56251,1.7785,-0.058415,0.54846,3.3496,0.81785
1.0106,1.5486,2.9705,1.6236,1.0533,0.68365,1.2649,1.4574,0.54181
2.4431,1.1909,0.65948,0.88061,1.0155,0.54746,1.2166,3.245,0.38209
2.8475,1.2229,0.87624,0.64106,1.1154,0.43745,1.2221,3.0807,0.21486
0.82654,1.596,0.72549,1.012,1.264,0.89853,3.2091,1.2438,1.0707
0.61052,1.3174,1.1114,0.99803,0.8774,0.559,2.9812,1.1134,1.0579
2.5879,1.5688,0.68522,0.82357,0.6664,1.1941,1.1795,2.8069,0.74803
2.9627,1.3434,0.91013,-0.1833,0.85294,0.89154,0.69259,3.5751,1.4448
2.5774,0.46591,0.88976,1.0626,1.3799,0.82698,0.60145,2.9911,0.36884
2.9414,1.4797,1.158,0.2866,1.5446,0.31315,1.4574,3.3611,0.127
0.456,1.7194,3.588,1.235,0.72914,3.0992,1.1872,1.06,1.0489
0.79546,1.056,1.0807,1.0394,0.90723,0.8578,3.0375,1.0141,1.1733
1.9531,0.88908,0.38755,1.3009,0.93817,0.7695,1.0319,2.9469,0.83483
2.5928,0.8291,0.90636,0.4992,0.62864,0.60376,0.80301,3.1847,1.0388
2.6562,0.66987,1.3776,1.3244,0.70362,0.71942,0.86401,3.1706,1.2494
2.8192,0.75118,0.57269,0.15687,0.89001,0.97151,1.2208,3.2013,1.4213
0.8196,1.2162,1.1541,0.88481,1.1436,0.78377,2.6854,0.93705,0.69145
2.6634,1.6636,1.3192,1.044,0.065999,1.2141,0.75251,3.7378,1.3231
3.0688,1.7607,1.718,0.65677,0.66306,1.4358,0.53106,3.6998,1.4886
2.2046,1.4853,1.592,1.3969,0.98524,0.30745,2.7542,3.2776,0.50148
2.6506,1.1861,0.87289,1.0997,0.53915,1.1717,0.68043,3.2027,0.78602
1.8987,0.3749,0.41432,0.96539,1.1885,0.33602,0.32435,3.4111,1.5716
0.46062,1.3001,1.4234,1.1003,1.3488,0.9299,3.0077,1.294,0.93392
2.6604,1.0895,0.95155,0.45094,1.3479,0.60481,0.78607,3.144,1.0443
2.3758,1.3415,0.35247,0.34766,1.2139,0.23658,0.83016,3.4935,0.69372
0.9242,1.0645,1.0718,0.85414,0.8809,0.91313,2.6684,0.94096,1.0862
0.91268,0.72824,0.61445,0.79797,1.4598,0.78815,0.82996,2.5042,0.72218
2.3629,0.90615,0.71684,0.4897,1.511,1.1148,1.1706,3.123,0.81863
0.95678,1.084,0.66371,0.98052,1.4359,0.73515,2.4388,0.71647,0.90026
2.9012,0.86825,0.39819,0.93293,0.96658,0.14372,0.090073,3.1189,0.95211
2.4925,1.5723,1.7139,2.0636,1.2138,0.98866,0.50999,3.0123,1.4747
2.6603,0.96851,0.97671,1.2429,1.1968,1.1263,0.86284,3.2568,0.64751
1.6355,1.7489,1.3673,0.62028,0.96639,1.0856,0.96226,0.40305,1.482
2.5655,1.0729,0.86063,0.58148,0.85146,0.77899,1.4212,3.1932,0.52688
1.3477,1.0119,0.90825,0.8296,1.0971,0.83895,2.8057,1.2268,0.69669
2.2443,0.89594,0.69209,0.42735,1.5462,0.9898,0.097707,3.1968,1.006
3.0642,1.7529,2.8411,0.62903,1.3997,0.99941,1.7072,0.23774,3.5688
0.64112,1.7425,3.8188,0.91714,1.2298,2.7656,1.6102,1.4417,1.2775
2.7444,0.92627,1.4873,0.79719,1.2664,0.50452,1.5237,3.3755,1.2975
0.93861,1.1571,0.42266,0.94174,1.1949,0.7618,2.9228,1.1575,0.61909
2.4682,0.85061,0.6789,1.0211,1.0115,1.1374,0.43389,3.1593,0.98262
2.8471,0.90276,1.2396,0.79783,0.5511,1.0236,0.73017,3.1078,1.4922
2.5956,0.69338,0.89927,0.62127,0.94908,0.80368,1.0855,2.9704,0.61965
1.1892,1.5546,3.3348,1.648,0.94597,0.73041,1.4489,0.96973,0.77207
3.2806,1.8662,1.996,1.3203,-0.032314,0.25487,0.42902,3.9451,0.057447
2.297,1.2295,0.37623,1.0648,0.31178,1.1839,0.79302,3.1585,0.453
2.6114,1.3918,1.6179,0.31264,1.0695,0.98067,2.809,2.842,1.395
1.0665,1.3767,0.59174,0.97035,1.0803,0.63484,3.0535,0.86693,0.53353
2.8876,1.0119,0.6815,0.85647,0.8911,1.2395,1.4532,2.9234,1.3092
1.853,1.4284,1.6803,0.99692,0.58191,1.161,0.63436,3.4046,1.4526
1.3548,1.27,0.8337,0.85761,1.474,0.40623,3.1277,0.63676,1.3845
0.52407,0.70894,0.29594,1.0645,0.71529,0.84344,2.6225,1.9379,0.80115
0.68541,0.70506,0.86768,1.1748,0.91936,0.85658,1.3652,2.5536,0.51663
2.5521,1.2533,0.48271,0.93666,0.97332,0.46559,0.95171,2.9188,0.93672
2.8165,3.0759,3.0158,3.0369,1.7167,1.1623,1.7031,1.5023,2.6799
2.6479,1.7244,0.69559,0.43057,1.1684,0.53965,0.67356,3.4991,0.99117
2.8609,1.395,1.987,0.48169,1.1199,0.81391,0.74439,3.4049,1.2074
2.0966,1.2184,0.95932,1.2304,0.55767,0.73173,0.76256,3.0634,0.56755
1.0399,1.4496,2.2162,0.86794,2.8766,1.03,0.51814,1.1091,0.99929
3.0714,1.4,0.97797,0.49289,1.3327,0.26032,0.41722,2.7605,0.21445
1.0135,1.2923,0.70379,1.0506,1.2126,0.90262,2.9618,0.61179,1.0103
2.3356,1.4466,1.2054,1.0803,0.55549,0.57996,0.92257,3.3344,0.8853
2.6378,1.1932,0.86955,0.55519,0.59486,0.72809,1.1474,2.7788,0.6188
1.9525,2.2987,2.2198,2.3522,0.80048,0.60841,0.65448,1.1744,1.7153
0.88968,1.3884,0.75645,1.0939,0.98131,1.4355,3.3769,1.0819,1.1112
1.2447,1.4699,1.0246,0.98436,1.1206,0.71363,0.45909,2.9947,0.74293
1.9154,1.5042,0.70837,0.86234,0.99994,0.9265,0.66386,3.0895,0.62943
0.27945,1.2982,2.4482,1.2505,2.978,0.62327,1.109,1.6559,0.92526
1.2757,1.0812,0.10519,1.2164,1.0149,0.84097,3.1884,1.0073,0.85153
2.065,1.2617,0.40228,0.65882,0.95407,1.0501,0.52547,3.0955,1.4586
0.3809,2.1833,4.1823,1.7349,0.56566,3.4869,2.1927,2.1565,2.5173
1.213,1.1319,0.87314,0.73426,0.95373,1.2333,2.6673,0.67157,1.1218
2.421,0.99356,0.42966,0.82519,0.54865,1.2774,1.5273,3.0437,0.97595
3.099,1.2903,1.5236,1.4782,1.1156,0.40418,0.77784,3.7006,1.0344
2.6904,1.2361,1.0509,0.41241,1.5811,0.74061,0.62476,3.1126,0.21156
0.91686,1.2923,1.508,0.84461,0.69547,1.1156,3.4024,1.5004,0.46383
0.9284,1.8748,3.8291,1.2172,1.3392,2.9842,1.4404,1.5406,1.698
2.5053,1.1742,1.0627,0.40009,1.2046,0.205,0.8916,3.0575,0.66391
2.202,1.3541,0.82768,0.53174,0.84922,0.89396,0.95588,3.2804,0.86574
1.7165,1.3212,1.0749,1.0794,0.51101,1.437,1.0677,3.2898,0.59367
2.3113,0.7244,1.3549,1.1116,0.91228,1.3031,1.1928,3.0669,0.40519
1.2473,1.1838,0.5212,0.74432,1.4505,0.53324,2.7719,0.61065,0.45589
2.598,1.5746,1.0961,0.69432,0.57666,1.2782,0.90066,3.456,0.74174
3.1844,1.6079,1.1495,0.98445,0.50304,0.78629,0.80088,3.115,0.70422
3.2291,1.8931,1.6987,0.61538,0.83072,0.52385,0.50195,3.5751,0.9994
2.1807,0.85415,0.43763,0.95968,1.1059,1.1522,0.70139,2.9112,0.3921
2.3657,1.4466,0.82803,1.1898,0.47449,1.0144,1.1636,3.5163,0.55502
0.91735,1.3268,1.1496,1.0322,1.4524,0.73798,1.0988,3.099,1.0391
1.3643,1.1496,1.1365,0.78424,0.71372,1.0117,2.987,0.45381,0.88885
2.3817,0.87872,0.32925,0.97449,0.74561,1.1807,0.89248,2.9282,0.687
2.2436,1.0645,0.71992,0.94947,1.2979,0.54377,0.15126,3.2035,0.68362
0.79331,1.1319,1.161,0.74569,0.92308,0.86671,2.8136,0.80861,0.72939
2.5612,1.4569,0.72172,0.37295,0.89048,1.1991,0.65112,3.2848,0.77659
2.58,1.1861,0.86299,0.80334,0.56406,0.93645,1.3606,3.0576,0.58608
2.193,2.6068,2.3531,2.5603,1.1641,0.9612,1.3007,1.6534,2.2101
1.1138,1.4346,0.24914,0.85788,1.2194,0.95747,2.688,0.886,0.9923
1.8724,1.1571,1.6454,1.0536,0.88285,0.52825,0.48693,3.3037,0.31115
0.69177,1.2002,0.38094,1.0223,1.0852,1.0594,3.2234,1.6906,0.64617
2.963,1.5462,1.4855,0.53233,0.1521,0.74621,1.5935,3.5234,0.51204
2.6918,1.2071,1.2047,0.85334,1.716,1.3474,1.0027,3.2295,1.4198
1.4904,1.3594,1.5377,0.56953,0.75662,0.82695,2.9548,1.1452,0.88048
1.2819,1.7303,1.3453,0.78056,1.0771,0.67813,0.86711,0.94882,0.95235
3.1543,1.2903,3.1008,0.43675,0.95326,0.88753,1.4498,0.51475,2.8658
0.93517,0.35546,1.2012,0.90509,1.523,0.67435,0.67497,2.4541,0.72685
0.97683,0.96851,1.5712,0.9188,0.72742,1.156,3.0368,1.178,0.68832
2.492,1.4254,1.035,0.82942,0.88515,0.32604,1.2072,3.0938,1.0889
2.4538,1.2094,0.74422,1.1762,0.60928,0.62972,0.63559,3.1267,0.4322
2.4266,1.609,0.68312,0.80439,1.0554,0.95749,0.40235,3.4282,1.0443
1.1553,1.7623,2.2675,0.83592,2.4177,0.68862,1.2324,0.78637,1.8467
0.17601,1.306,1.6757,1.1465,1.2719,0.91394,2.6445,1.5041,0.7018
3.0185,1.3174,0.62974,0.80584,1.4458,0.79519,0.94041,2.9994,0.44095
0.89687,1.3361,1.1074,0.70638,0.73307,1.0958,2.2337,1.2485,0.77367
2.5299,0.95571,1.4465,0.7404,1.2691,0.70948,1.155,3.2151,0.87648
1.1456,1.2512,0.63829,0.83799,0.84145,1.0518,3.0446,1.0966,1.2237
3.0039,1.1496,1.145,1.2688,0.54955,0.90874,0.76835,2.8298,2.0598
2.9544,1.0729,1.4412,0.2721,1.3099,0.61964,1.0783,3.2086,1.2905
2.9772,1.111,0.84095,1.0345,0.84766,0.23942,0.50359,3.4112,1.5097
2.9287,1.1546,1.258,0.74245,1.5535,0.4717,1.4484,2.6553,0.53026
2.7066,1.3287,1.0409,0.45434,1.27,0.33154,0.69073,3.4359,0.68846
1.0084,0.82185,0.89215,0.96131,1.3781,0.55287,2.7591,0.62018,0.4247
3.0919,1.7409,1.8673,0.88967,-0.154,0.55822,0.9815,3.6178,0.018757
0.65225,1.5606,2.8597,1.6909,1.1092,1.414,1.5893,1.2574,1.4164
0.64808,0.95248,1.065,1.018,0.89399,0.90754,2.3884,1.4249,1.3605
2.3839,1.1084,1.0152,1.1696,0.61844,0.90474,0.69352,3.213,0.99046
2.9125,1.6851,2.0932,0.87984,1.0387,0.47733,0.95599,0.3863,3.0804
2.6079,1.3098,0.49086,1.0304,0.56861,1.0575,1.0491,2.9781,1.2837
2.1405,1.1345,0.8228,1.091,0.90165,0.39364,0.28417,2.935,1.7216
2.9615,1.3934,0.89515,0.42431,0.72842,0.82603,0.8995,3.108,1.6038
0.58947,1.2962,1.3491,1.0592,1.5115,1.0061,0.89406,3.0708,0.67622
1.9372,1.1596,1.4893,1.2413,0.49747,0.55043,0.47114,3.2027,0.14045
2.4464,1.1521,0.34708,0.30215,0.66382,1.2405,1.0245,3.0159,1.2184
2.0987,0.75497,0.58253,1.2109,0.9985,0.95858,0.27548,3.1829,0.31953
2.5541,1.3193,0.6487,0.29517,0.96574,0.73818,1.139,3.0495,0.65385
0.61244,0.63824,0.64959,1.0632,0.97132,1.3023,3.0752,1.1622,1.2005
2.0462,1.3098,1.7056,0.72854,0.44524,0.76937,0.1877,3.592,1.0186
0.62535,1.4598,0.89887,0.8917,1.1204,1.0202,2.7059,0.76753,1.0389
1.5273,0.89594,1.5253,0.68041,0.96389,0.40535,2.9529,0.84509,0.73087
2.6183,1.179,0.7867,0.95295,1.1302,0.47409,1.3584,3.13,0.64101
2.3705,1.4921,0.78178,0.8295,0.98408,0.69888,0.57752,3.0232,0.91529
2.3106,1.2071,0.55574,0.88673,0.75977,1.0492,0.70003,3.0656,0.72947
3.0999,2.5167,3.4381,2.9195,0.78873,0.8006,1.6235,1.7647,1.0325
3.2981,1.6289,1.6891,0.27868,0.30387,0.18235,1.0169,3.5701,0.51774
2.856,1.3268,0.84867,0.66961,0.86741,0.72283,0.87714,2.575,0.97232
1.4735,1.4741,1.3491,0.75594,1.2375,1.1414,2.7861,0.16379,0.76194
2.9041,2.067,1.9891,0.97511,0.7855,0.28248,1.4526,1.0648,3.8915
2.0767,0.75118,0.95689,0.61474,1.1421,0.70738,0.4943,2.6924,0.14274
2.5374,1.0868,1.2959,0.51859,0.55564,0.63579,0.34543,3.08,0.78527
1.8087,1.3576,1.4809,0.61926,1.5587,0.61438,2.8812,0.13273,1.0685
2.8926,1.1909,1.0571,0.23105,0.87736,1.1049,0.116,2.7929,1.0225
0.94679,1.4207,1.4679,0.87234,0.97504,0.78115,2.3247,1.7633,1.0077
1.508,1.1909,0.16965,0.7928,1.341,0.68805,2.1768,1.0162,0.97227
2.2377,1.2361,0.61524,1.482,1.331,0.35776,1.5026,3.0836,1.1337
2.0195,0.65013,1.1215,0.98753,0.45229,0.58731,0.32561,3.2055,0.54728
2.7462,1.1838,1.3914,0.68991,0.68437,0.77525,0.42783,3.1042,2.0816
2.4442,1.162,1.0758,0.83346,0.61853,0.57183,1.0242,3.3155,1.2302
0.81597,1.5388,1.4117,0.94785,0.9115,1.0431,0.51189,1.3941,1.1164
2.396,1.1241,0.65076,1.057,0.39497,0.73829,0.96775,2.9029,0.82633
1.5775,1.2317,1.5749,1.4696,0.82483,0.88467,0.82116,2.7935,1.5914
1.2736,0.82548,0.6763,0.76926,0.94887,0.84538,2.1994,1.0643,0.79634
0.4883,1.1694,0.40188,1.0369,0.87779,0.82716,2.7611,1.3111,0.95265
2.6497,1.2491,0.86828,0.33437,0.80942,1.2403,1.1861,3.0211,0.75581
0.56676,1.1571,0.41385,0.98509,0.91176,1.1716,3.1523,1.7264,0.30342
0.95655,1.1521,1.1391,0.83576,0.93941,1.0322,2.7034,0.66043,0.61116
1.8349,1.0701,0.39297,1.3778,0.078578,1.357,1.0204,3.1793,0.98244
1.1774,1.7944,1.6217,0.85722,1.653,1.3993,0.59615,0.96467,1.6303
1.3551,1.1189,1.4534,1.0256,1.3396,0.5038,2.9029,0.44577,0.80519
1.8674,2.2134,2.2361,2.1072,0.94035,1.0908,2.2479,1.3213,1.4713
1.3974,1.2533,1.374,0.64104,0.80843,1.1122,2.6249,1.145,1.034
3.2298,1.3934,1.6098,0.35673,0.75331,0.18687,1.6719,3.2568,0.54417
2.9272,1.9931,1.661,1.5764,1.2456,0.59464,1.8772,1.8948,3.899
2.6486,1.4048,1.1231,0.56386,1.3049,0.54409,0.94672,3.3195,0.31211
1.4796,1.43,1.4497,0.80334,1.0648,0.98782,1.1564,0.98599,2.7287
1.4683,1.5882,2.1677,1.0243,2.8597,0.35117,1.5278,1.2061,3.3438
2.4076,2.4968,2.5741,2.6409,1.6235,0.68787,1.2953,1.6826,2.359
1.9812,0.86474,0.72584,0.75655,1.4772,0.82284,1.4056,2.7587,0.94665
1.1611,1.4421,0.66052,0.77838,0.971,0.85686,3.0376,0.96793,1.1327
2.7566,1.4284,0.78559,0.49296,1.4152,0.035112,1.5642,3.4821,0.87465
0.90305,1.0149,0.76847,1.0772,1.556,0.64158,2.7398,1.1897,0.84847
2.8207,1.5871,0.8746,1.5043,0.0307,0.80469,0.34272,3.5493,0.92237
2.2947,0.70117,1.102,0.69456,1.2137,0.50632,0.84326,3.3303,0.61356
2.498,1.3505,1.293,0.57273,0.33026,0.56272,0.56907,3.3635,0.46192
2.9818,1.4048,3.1529,0.85203,0.55829,0.6956,1.7269,2.0863,3.47
2.7494,0.76631,1.0966,0.25463,0.76578,0.94116,0.62501,3.0011,1.4719
2.0923,1.3488,0.77589,0.94342,1.0871,1.0438,1.3784,3.1567,0.60129
2.4281,1.1421,1.1453,0.72578,0.89211,0.86489,0.70347,3.0038,1.2958
2.7088,0.98112,1.1331,0.54144,0.782,0.56835,0.53371,2.967,0.73171
0.65541,1.3594,1.032,1.0995,1.0794,0.71735,2.5086,1.1385,1.0529
1.051,1.7117,2.4964,0.83691,2.9324,0.69111,0.58079,0.17103,2.3007
2.9423,0.946,1.4524,0.68438,0.79023,1.1694,0.80118,3.1564,1.0876
2.9057,1.4254,0.92787,1.1269,1.1666,0.79644,0.64306,3.144,0.67431
2.6324,1.2843,1.4376,0.67203,0.75415,0.6984,0.36687,2.9352,0.51609
1.6175,1.2094,1.3498,0.98014,1.7313,1.2892,0.72244,3.1867,1.0279
2.0849,1.1909,0.75106,1.0308,0.90679,0.76857,0.79623,3.136,0.99228
2.2948,0.80356,0.18662,1.0393,0.51106,1.0402,1.465,2.9797,1.426
1.9065,1.2207,1.0713,0.86192,1.0382,0.41482,0.74321,2.907,0.79532
2.5303,1.2184,0.89646,0.77928,1.2278,0.88831,0.27575,3.2696,1.1172
2.6884,0.78504,1.4477,0.60526,1.2219,0.97537,0.67078,2.9669,1.0448
2.8356,1.5653,1.0736,1.1644,0.93891,0.77552,1.2789,3.4477,1.265
2.501,1.1496,1.1427,0.85803,0.8065,0.262,0.73763,2.9544,0.98011
1.7262,1.1446,1.2537,0.50459,0.75729,1.1932,0.76947,2.2309,0.41236
1.4042,1.2843,1.0725,0.55837,0.89184,1.0222,2.9796,1.0052,0.77595
2.888,1.4421,0.90572,0.83393,0.58312,0.87793,0.40297,3.4582,1.125
2.6963,1.0269,0.87824,0.49883,0.95193,0.18801,1.1284,2.93,1.3466
1.189,0.85061,1.6123,1.0092,1.0252,0.44143,2.8383,1.5442,0.87344
2.7704,1.9823,1.9114,1.2707,1.0753,0.39647,0.97308,1.8082,3.4363
